FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,POSAR,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES,AGRENA,FLETES,SEGURO,OTROSG
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6104630000,5,11,U,6,1,1,230,1108270,0,9,1,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6106100000,5,11,U,2,0,0,62,300156,0,3,0,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6112410000,5,11,U,397,77,72,8720,41947157,0,354,39,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6117809000,5,11,U,4,1,1,176,846595,0,7,1,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6203430000,5,11,U,135,20,18,1731,8017230,0,235,0,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6204430000,5,11,U,3,1,1,122,588768,0,5,1,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6204440000,5,11,U,9,2,2,336,1616227,0,14,2,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6204530000,5,11,U,19,4,3,616,2963083,0,25,3,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6204590000,5,11,U,6,1,1,185,888925,0,8,1,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6204690000,5,11,U,68,13,12,2210,10631023,0,90,10,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6206400000,5,11,U,20,4,4,720,3465268,0,29,3,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6211430000,5,11,U,31,6,6,1256,6040649,0,51,6,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6217100000,5,11,U,38,7,7,1321,6355236,0,54,6,0
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,6815200000,5,33,KG,5,6,5,203,989346,0,9,0,1
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,8205599900,5,11,U,2,1,1,192,938047,0,9,0,1
2301,3,317,GTM,3,BOG,5,0,580,1,198,1,8,2,8487902000,5,11,U,308,52,47,11565,56503146,0,532,0,34
2301,3,317,GTM,3,BOG,5,0,580,1,199,1,8,2,6112410000,5,11,U,209,37,37,4417,21247567,0,295,33,0
2301,3,317,GTM,3,BOG,5,0,580,1,199,1,8,2,6114300000,5,11,U,3,1,1,106,509112,0,7,1,0
2301,3,317,GTM,3,BOG,5,0,580,1,199,1,8,2,6204430000,5,11,U,4,1,1,146,703059,0,10,1,0
2301,3,317,GTM,3,BOG,5,0,580,1,199,1,8,2,6204530000,5,11,U,4,1,1,136,654572,0,9,1,0
2301,3,317,GTM,3,BOG,5,0,580,1,199,1,8,2,6204590000,5,11,U,23,4,4,638,3066791,0,43,5,0
2301,3,317,GTM,3,BOG,5,0,580,1,199,1,8,2,6204690000,5,11,U,8,1,1,242,1163684,0,16,2,0
2301,3,317,GTM,3,BOG,5,0,580,1,199,1,8,2,6206400000,5,11,U,2,0,0,69,333347,0,5,1,0
2301,3,317,GTM,3,BOG,5,0,580,1,199,1,8,2,6211430000,5,11,U,10,2,2,365,1757647,0,24,3,0
2301,3,317,GTM,3,BOG,5,0,580,1,199,1,8,2,6211499000,5,11,U,6,1,1,147,709120,0,10,1,0
2301,3,317,GTM,3,BOG,5,0,580,1,199,1,8,2,6217100000,5,11,U,14,2,2,388,1865011,0,26,3,0
2301,3,317,GTM,3,BOG,5,9,169,1,198,1,8,2,8503000000,5,11,U,20,1,1,402,1828497,0,33,4,0
2301,3,317,GTM,3,BOG,5,9,169,1,198,1,8,2,8536509000,5,11,U,405,30,30,4267,19406175,0,346,43,0
2301,3,317,GTM,3,BOG,5,9,169,1,198,1,8,2,8536909000,5,11,U,259,19,19,1885,8573923,0,153,19,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,2,1,3923309900,11,11,U,315000,1620,1620,31870,147626361,25445,7522,98,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,2,1,7007210000,11,11,U,76,2609,1815,48251,228545426,39160,6370,377,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,2,1,7117190000,11,33,KG,776,791,776,83947,391318207,68595,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,2,2,3923509000,11,11,U,409000,1001,1001,20053,92887190,0,4620,63,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,2,2,4202220020,11,11,U,1000,262,262,5730,26896563,0,0,0,394
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,2,2,7117190000,11,33,KG,0,0,0,3,14100,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,3004201900,11,33,KG,237,237,237,10312,47760082,5565,1041,2,120
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,3004321900,11,33,KG,1471,1471,1471,59319,274745179,25934,5451,11,268
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,3004411000,11,33,KG,57,57,57,1188,5502388,1000,109,0,5
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,3004902900,11,33,KG,3264,3264,3264,36227,167790144,28231,3329,7,163
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5407510000,11,82,M2,256,31,29,631,2934208,529,86,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5407520000,11,82,M2,2833,432,395,6575,30247242,5019,905,2,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5407540000,11,82,M2,1891,316,296,4857,22197672,4318,572,1,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5407610000,11,82,M2,95,6,6,222,1042160,209,23,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5407690000,11,82,M2,2046,237,220,5234,24174782,4775,636,1,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5407910000,11,82,M2,6,1,1,23,105462,22,3,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5407920000,11,82,M2,8,1,1,34,155331,34,4,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5407940000,11,82,M2,57,6,6,205,958936,197,22,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5515120010,11,82,M2,397,80,74,1314,6089001,1212,187,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5903200000,11,82,M2,373,64,60,1775,8074224,1617,214,1,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,5903900000,11,82,M2,67,25,23,436,1999336,409,57,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,6004100000,11,33,KG,36,38,36,627,2896356,561,84,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,6005370000,11,33,KG,732,795,732,8829,40897951,7926,1269,3,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,6006310000,11,33,KG,138,149,138,2006,9247647,1714,253,1,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,6006320000,11,33,KG,348,375,348,4180,19199178,3406,556,1,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,7007210000,11,11,U,1,55,37,884,4094370,631,561,15,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,1,8708701000,11,11,U,4,18,17,893,4061811,642,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,604900000,11,33,KG,110,146,110,4200,19033350,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,1207101000,11,33,KG,115,165,115,43200,196080912,0,979,183,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3004201900,11,33,KG,594,721,594,57220,266457041,0,1144,19,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3004202000,11,33,KG,783,913,783,21088,95972228,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3004392000,11,33,KG,41,48,41,2625,11946428,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3004502000,11,33,KG,275,320,275,5154,23457777,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3004902100,11,33,KG,1238,1365,1238,37371,180960970,0,2000,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3004902900,11,33,KG,1370,1667,1370,101468,469586082,0,1647,27,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3004903000,11,33,KG,19,23,19,1440,6551739,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3302101000,11,33,KG,525,644,525,7155,35228758,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3302109000,11,33,KG,660,822,660,24281,119557921,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3303000000,11,33,KG,14,16,14,73,364239,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3402399000,11,33,KG,30,38,30,510,2320565,0,385,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3701301000,11,82,M2,485,413,360,3852,17841077,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3923109000,11,11,U,1000,868,830,3600,16887924,0,0,0,20
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3924109000,11,11,U,1800,198,180,3516,16534588,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,3926909090,11,11,U,450,468,397,12750,61738815,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,4821100000,11,33,KG,257,284,257,15179,74157381,0,600,225,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,4901999000,11,11,U,5779,1661,1615,17156,83170460,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,5210410000,11,82,M2,398,56,53,1055,4798895,0,188,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,5407520000,11,82,M2,6985,1524,1443,15634,71902938,0,2714,4,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,5407530000,11,82,M2,279,129,122,1694,7953121,0,289,1,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,5407610000,11,82,M2,215,12,11,191,897726,0,33,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,5512190000,11,82,M2,16,8,8,103,467040,0,18,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,5515110000,11,82,M2,17,3,3,38,176836,0,7,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,5903200000,11,82,M2,820,409,332,3552,16671457,0,1031,1,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,5903900000,11,82,M2,440,200,170,1937,9052420,0,487,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6001920000,11,33,KG,29,30,29,338,1536301,0,60,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6005360000,11,33,KG,27,28,27,180,839546,0,31,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6005370000,11,33,KG,84,89,84,577,2629603,0,102,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6006310000,11,33,KG,1,1,1,10,45349,0,2,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6006320000,11,33,KG,1,1,1,13,60586,0,2,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6104230000,11,11,U,8,2,1,49,244290,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6104430000,11,11,U,1,0,0,6,30886,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6104530000,11,11,U,39,7,7,173,785398,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6105209000,11,11,U,1,0,0,4,18490,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6106200000,11,11,U,101,19,16,210,994877,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6108210000,11,11,U,1,0,0,3,14470,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6108320000,11,11,U,1,0,0,3,15767,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6109909000,11,11,U,11,2,2,22,108972,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6114300000,11,11,U,1,0,0,3,14819,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6204620000,11,11,U,234,127,121,5986,29249542,0,410,50,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6211430000,11,11,U,3,1,0,16,79035,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6212100000,11,11,U,10,2,1,42,207567,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,6212200000,11,11,U,33,6,5,118,554021,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,7117190000,11,33,KG,24,27,24,1799,8450377,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,8483609000,11,11,U,1,278,240,11157,50719053,0,2000,80,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,8535100000,11,11,U,5325,150,145,6787,33417218,0,445,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,9403890000,11,11,U,500,236,200,6000,29053560,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,198,1,8,2,9508100000,11,11,U,2,24,22,1350,6140475,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,1704909000,11,33,KG,200,222,200,1252,5798813,0,546,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,1806209000,11,33,KG,600,667,600,3035,14054712,0,1324,1,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,3305100000,11,33,KG,279,311,279,776,3758562,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,3305900000,11,33,KG,257,286,257,5858,28365765,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,3923309900,11,11,U,300,3,3,112,542333,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,3923509000,11,11,U,300,1,1,24,116214,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6103490000,11,11,U,2,1,1,208,1037833,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6104440000,11,11,U,1,0,0,149,743447,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6106200000,11,11,U,2,1,1,236,1177541,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6204420000,11,11,U,3,1,1,528,2634498,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6204430000,11,11,U,1,0,0,207,1032843,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6204440000,11,11,U,3,1,1,420,2095624,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6204490000,11,11,U,3,1,1,348,1736374,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6204530000,11,11,U,3,1,1,312,1556749,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6204590000,11,11,U,4,1,1,622,3103519,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6204620000,11,11,U,2,1,1,208,1037833,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6204630000,11,11,U,2,1,1,262,1307270,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6204690000,11,11,U,3,1,1,255,1272343,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6206300000,11,11,U,2,1,1,238,1187520,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6206400000,11,11,U,6,2,2,528,2634498,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,6206900000,11,11,U,2,1,1,134,668604,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,8523210000,11,11,U,5000,34,31,5570,27213126,0,701,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,199,1,8,2,9615190000,11,11,U,48,3,2,153,741447,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,580,1,104,2,2,2,7007210000,11,11,U,2,51,33,700,3183950,0,290,0,0
2301,3,317,GTM,3,BOG,11,0,830,1,104,2,8,2,4901999000,11,11,U,2,17,16,10,48102,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,830,1,104,2,8,2,9403200000,11,11,U,1,38,28,435,2094650,0,0,0,0
2301,3,317,GTM,3,BOG,11,0,830,1,198,2,8,2,2710129900,11,67,M3,2,1887,1572,281,1349261,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,169,1,198,1,8,2,3923299000,11,11,U,1,21,21,231,1051431,0,7,0,0
2301,3,317,GTM,3,BOG,11,9,169,1,198,1,8,2,8421219000,11,11,U,90,130,109,4170,20192224,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,169,1,198,1,8,2,8421999000,11,11,U,1800,94,79,8023,38849452,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,169,1,198,1,8,2,8504409090,11,11,U,1,7,5,911,4141910,0,28,0,0
2301,3,317,GTM,3,BOG,11,9,169,1,198,1,8,2,8543703000,11,11,U,1,4,4,1051,4779109,0,32,0,0
2301,3,317,GTM,3,BOG,11,9,169,1,198,1,8,2,8544421000,11,33,KG,0,0,0,98,446026,0,3,0,0
2301,3,317,GTM,3,BOG,11,9,169,1,198,1,8,2,9022140000,11,11,U,1,297,240,21925,99724089,0,669,0,0
2301,3,317,GTM,3,BOG,11,9,169,1,198,1,8,2,9022300000,11,11,U,1,0,0,0,45,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,169,1,198,1,8,2,9022900000,11,11,U,5,11,9,11873,54003886,0,362,0,0
2301,3,317,GTM,3,BOG,11,9,169,1,198,1,8,2,9030100000,11,11,U,1,0,0,42,191173,0,1,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,198,1,5,1,603199090,11,11,U,57600,1577,1341,9550,45348937,6252,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,198,1,8,1,5407520000,11,82,M2,658,80,71,1234,5857704,536,323,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,198,1,8,2,602909000,11,11,U,8520,233,165,4005,18800369,0,1500,0,350
2301,3,317,GTM,3,BOG,11,9,249,1,198,1,8,2,5407520000,11,82,M2,68,19,16,179,848802,0,47,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,198,1,8,2,5515110000,11,82,M2,56,14,12,152,720876,0,40,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,198,1,8,2,5903200000,11,82,M2,527,247,212,2283,10840300,0,598,1,0
2301,3,317,GTM,3,BOG,11,9,249,1,198,1,8,2,5903900000,11,82,M2,96,43,37,428,2034322,0,112,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,198,1,8,2,6005370000,11,33,KG,321,373,321,2791,13254457,0,732,1,0
2301,3,317,GTM,3,BOG,11,9,249,1,198,1,8,2,9026200000,11,11,U,1,1,1,50,226946,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,5407520000,11,82,M2,724,103,94,1602,7607921,1390,222,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,5407540000,11,82,M2,173,21,19,553,2626940,504,77,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,5407690000,11,82,M2,1553,196,180,4639,22028762,4300,642,1,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,5407920000,11,82,M2,36,4,4,101,479887,96,14,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,5407940000,11,82,M2,398,43,39,1381,6559206,1325,191,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,5515120010,11,82,M2,97,19,18,310,1473994,286,43,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,5903900000,11,82,M2,146,49,45,665,3158824,607,92,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,6004100000,11,33,KG,20,21,20,462,2195203,426,64,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,6005370000,11,33,KG,29,31,29,329,1563837,294,46,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,6006310000,11,33,KG,85,92,85,1003,4764733,837,139,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,1,6006320000,11,33,KG,152,166,152,1842,8745529,1503,255,1,0
2301,3,317,GTM,3,BOG,11,9,249,1,199,1,8,2,5907000000,11,82,M2,1580,551,526,5162,24231409,0,1705,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,3214101000,11,33,KG,0,0,0,83,387249,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,3923299000,11,11,U,8,7,7,20,98886,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,3926909090,11,11,U,27,10,9,28,131091,0,3,0,1
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,4202121090,11,11,U,16,13,13,126,615202,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,4816900000,11,33,KG,846,867,846,7980,39205375,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,4821100000,11,33,KG,25,25,25,161,755090,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,4821900000,11,33,KG,29,29,29,106,495386,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,6201300000,11,11,U,27,10,9,1322,6124695,0,124,10,29
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,6203330000,11,11,U,26,10,9,1196,5541594,0,112,9,26
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,6203430000,11,11,U,52,20,17,1184,5483367,0,111,9,26
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,6204330000,11,11,U,1,0,0,44,202473,0,4,0,1
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,6204630000,11,11,U,2,1,1,42,195988,0,4,0,1
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,6205300000,11,11,U,156,60,52,1654,7662354,0,155,12,36
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,6206400000,11,11,U,6,2,2,26,119511,0,2,0,1
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,6215200000,11,11,U,54,21,18,272,1260931,0,25,2,6
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,6217100000,11,11,U,27,10,9,304,1407957,0,28,2,7
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,7113200000,11,33,KG,18,21,18,89,412127,0,8,1,2
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,8481809900,11,11,U,2,0,0,37,178458,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,9030330000,11,11,U,1,7,6,1250,5863863,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,1,104,2,8,2,9031809000,11,11,U,1,2,1,1202,5641709,0,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,5,402,1,8,1,9017809000,11,11,U,2,4,3,320,1598113,190,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,5,402,1,8,1,9026200000,11,11,U,4,6,5,650,3244325,429,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,5,402,1,8,1,9030330000,11,11,U,1,5,5,362,1806028,212,0,0,0
2301,3,317,GTM,3,BOG,11,9,249,5,402,1,8,1,9030390000,11,11,U,1,2,2,228,1136028,183,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,3303000000,25,33,KG,10612,10847,10612,89822,423303371,81081,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,3304100000,25,33,KG,559,571,559,20614,97611308,19985,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,3304200000,25,33,KG,687,703,687,20024,94225469,17441,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,3304300000,25,33,KG,347,354,347,3630,17055038,3356,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,3304910000,25,33,KG,429,439,429,12610,59750686,11431,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,3304990000,25,33,KG,6736,6880,6736,70256,330561463,63639,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,3305100000,25,33,KG,519,529,519,1847,8683819,1762,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,3305900000,25,33,KG,142,147,142,759,3614939,746,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,3307200000,25,33,KG,493,503,493,2790,13006039,2377,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,3401300000,25,33,KG,282,287,282,1090,5074181,1069,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,1,7117190000,25,33,KG,10,11,10,1327,6144380,1235,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,602109000,25,11,U,600,4,3,0,273,0,1,0,1
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,602909000,25,11,U,300,5,4,17,75092,0,249,0,204
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3004902900,11,33,KG,180,246,180,15000,68265300,0,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3302900000,25,33,KG,170,193,170,1856,8713923,0,935,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3303000000,5,33,KG,19,20,19,273,1265271,0,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3303000000,25,33,KG,720,748,720,8567,40149577,0,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3304100000,25,33,KG,320,337,320,7890,36928550,0,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3304200000,5,33,KG,205,218,205,2970,13757546,0,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3304200000,25,33,KG,291,296,291,26147,123992613,0,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3304300000,5,33,KG,26,28,26,377,1745109,0,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3304910000,5,33,KG,118,126,118,1708,7911814,0,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3304910000,25,33,KG,367,374,367,5593,26168122,0,0,0,0
2301,3,317,GTM,3,BOG,25,0,580,1,198,1,8,2,3304990000,5,33,KG,459,489,459,6651,30805547,0,0,0,0
